"";"x"
"4591";"RAG 1985"
"4592";"RAG 1986"
"4593";"RAG 1987"
"4594";"RAG 1988"
"4595";"RAG 1989"
"4596";"RAG 1990"
"4597";"RAG 1991"
"4598";"RamsarKonv"
"4599";"RAÜG"
"4600";"RaumAAusbV 2004"
"4601";"RaumausMstrV"
"4602";"RAuskÜbk"
"4603";"RAuskÜbkZProt"
"4604";"RAuskÜbkZProtG"
"4605";"RAuslDRBest"
"4606";"RAV 1992"
"4607";"RAV 1993"
"4608";"RAV 1994"
"4609";"RAV 1995"
"4610";"RAV 1996"
"4611";"RAV 1997"
"4612";"RAV 1998"
"4613";"RAV 1999"
"4614";"RAV 2000"
"4615";"RAV 2001"
"4616";"RAV 2002"
"4617";"RAV 2003"
"4618";"RAVPV"
"4619";"RAZEignPrV"
"4620";"RBBek 2012"
"4621";"RBBek 2013"
"4622";"RBBek 2014"
"4623";"RBBek 2015"
"4624";"RBBek 2016"
"4625";"RBDL"
"4626";"RBEG"
"4627";"RbGeldERAV"
"4628";"RBK"
"4629";"RBkG"
"4630";"RBkPräsErl"
"4631";"RBSFV 2022"
"4632";"RDeckInfV"
"4633";"RdFunkAuslG"
"4634";"RdFunkGÄndG 1"
"4635";"RdFunkNG"
"4636";"RDG"
"4637";"RDGEG"
"4638";"RDV"
"4639";"RebflAnpflV 02/03"
"4640";"RebflRodV"
"4641";"RebflV"
"4642";"ReblV"
"4643";"RebPflV 1986"
"4644";"RechKredV"
"4645";"RechPensV"
"4646";"RechtsfachwPrV"
"4647";"RechVersV"
"4648";"RechZahlV"
"4649";"RED-G"
"4650";"REDTeilnV"
"4651";"RefiRegV"
"4652";"ReföDG"
"4653";"RegG"
"4654";"RegGErkl/EinigVtr"
"4655";"RegG§5DV"
"4656";"RegMoG"
"4657";"RegZensErpG"
"4658";"RehaErstV"
"4659";"ReHV"
"4660";"ReifKennzV"
"4661";"ReiseKfmAusbV 2011"
"4662";"REITG"
"4663";"RennwLottDV"
"4664";"RennwLottG"
"4665";"ReNoPatAusb-FachEigV"
"4666";"ReNoPatAusbV"
"4667";"RentBkGrSchG RP"
"4668";"RentEPPG"
"4669";"RentSV"
"4670";"RentÜG"
"4671";"ResG"
"4672";"RestMAProRestPrV"
"4673";"RestMeistPrV"
"4674";"RettungsG"
"4675";"RevierjagdMeisterPrV"
"4676";"RevierjAusbStEignV 2011"
"4677";"RevjAusbV 2010"
"4678";"RfBV"
"4679";"RHBG"
"4680";"RHeimstGAufhG"
"4681";"RheinAusbVtr"
"4682";"RheinAutobBrückVtr"
"4683";"RheinBrückEschauVtr"
"4684";"RheinBrückEschauVtrG"
"4685";"RheinfallVtr CHE"
"4686";"RheinfallVtrG CHE"
"4687";"RheinfallVtrSchlProt CHE"
"4688";"RheinFuDVbgBek"
"4689";"RheinLotsO"
"4690";"RheinMainDonSchStrG"
"4691";"RheinMainDonSchStrGBek"
"4692";"RheinMainDonSchStrGBek 1968-05-06"
"4693";"RheinMainDonSchStrGBek 1970-10-23"
"4694";"RheinMainDonSchStrGBek 1972-08"
"4695";"RheinPatVÄndInkrV 1"
"4696";"RheinSchPersEV"
"4697";"RheinSchPersV"
"4698";"RheinSchPEV"
"4699";"RheinSchPV 1994"
"4700";"RheinSchÜbkG"
"4701";"RheinSchUO1994Prot 19"
"4702";"RheinSchVtr"
"4703";"RheinStrBrückVtr"
"4704";"RHiErsDPAZustV"
"4705";"RHiGRCAbkAV"
"4706";"RHiGRCAbkBek"
"4707";"RHiStAbkFINDV"
"4708";"RHiStAbkITADV"
"4709";"RHiStVtrSWEDV"
"4710";"RHiVtr CAN"
"4711";"RHiVtr PRT"
"4712";"RHiVtr TUN"
"4713";"RHiVtr YUG"
"4714";"RHiVtrCANG"
"4715";"RHiVtrPRTG"
"4716";"RHiVtrYUGG"
"4717";"RHmV"
"4718";"RIASKomVorRV"
"4719";"RICo"
"4720";"RID"
"4721";"RiFlEtikettG"
"4722";"RiFlEtikettV"
"4723";"RindFlSoErstV 1994"
"4724";"RindHKlV"
"4725";"RindSalmV"
"4726";"RindTbV"
"4727";"RIP"
"4728";"RiRegDG"
"4729";"RiWG"
"4730";"RKIZustAnO"
"4731";"RKonkordatBek"
"4732";"RMVerblG"
"4733";"RobErhÜbk"
"4734";"RobErhÜbkG"
"4735";"ROG"
"4736";"RohmilchGütV"
"4737";"RohrFLtgV"
"4738";"RohrMeistPrV"
"4739";"RohTabBeih2006V"
"4740";"RollSonnTMstrV"
"4741";"RotkleeSaatV"
"4742";"RoV"
"4743";"RPflG"
"4744";"RRG"
"4745";"RRHErl"
"4746";"RSAV"
"4747";"RSFAV"
"4748";"RSFV"
"4749";"RSG"
"4750";"RSGAbsEntgV"
"4751";"RSiedlG"
"4752";"RSiedlGABest"
"4753";"RSiedlGErgG 1935"
"4754";"RSMAusbV"
"4755";"RsprEinhG"
"4756";"RStruktFG"
"4757";"RStruktFV"
"4758";"RTrAbwG"
"4759";"RTrAbwG§11Abs3DV"
"4760";"RUAStrGHG"
"4761";"RückAbzinsV"
"4762";"RückBRTransparenzV"
"4763";"RückHG"
"4764";"RÜG"
"4765";"RüstKontrG"
"4766";"RV"
"4767";"RV-BZV"
"4768";"RV/UVAbk POL"
"4769";"RV/UVAbkPOLG"
"4770";"RV/UVAbkVbg POL"
"4771";"RV/UVRAG 1987"
"4772";"RVBedWohnV"
"4773";"RVBeitrSBek 2011"
"4774";"RVBeitrSBek 2014"
"4775";"RVBeitrSBek 2016"
"4776";"RVBeitrSBek 2017"
"4777";"RVBeitrSBek 2020"
"4778";"RVBeitrSBek 2021"
"4779";"RVBeitrSBek 2022"
"4780";"RVBeitrSBek 2023"
"4781";"RVBund/KnErG"
"4782";"RVBundDiszRAnO"
"4783";"RVChilAbkG"
"4784";"RVerkAbkGBRAV"
"4785";"RVerkAbkTURAV"
"4786";"RVermG"
"4787";"RVermVG"
"4788";"RVermVG§6DV"
"4789";"RVG"
"4790";"RVIOBeschZG"
"4791";"RVKnSeemannskasseÜG"
"4792";"RVO"
"4793";"RVOrgRefÜG"
"4794";"RVStreitkrAbk USA"
"4795";"RVStreitkrAbkUSAG"
"4796";"RVWZPauschBeitrV"
"4797";"RWahlBes"
"4798";"RWBestG 2008"
"4799";"RWBestG 2022"
"4800";"RWBestV 2005"
"4801";"RWBestV 2007"
"4802";"RWBestV 2009"
"4803";"RWBestV 2010"
"4804";"RWBestV 2011"
"4805";"RWBestV 2012"
"4806";"RWBestV 2013"
"4807";"RWBestV 2014"
"4808";"RWBestV 2015"
"4809";"RWBestV 2016"
"4810";"RWBestV 2017"
"4811";"RWBestV 2018"
"4812";"RWBestV 2019"
"4813";"RWBestV 2020"
"4814";"RWBestV 2021"
"4815";"RZV"
"4816";"SAA MNE"
"4817";"SaarGlV"
"4818";"SaarVtr"
"4819";"SaarVtrG"
"4820";"SaatArtVerzV 1985"
"4821";"SaatAufzV"
"4822";"SaatBeihV 1993"
"4823";"SaatEinfMeldV"
"4824";"SaatG"
"4825";"SaatV"
"4826";"SaAusbV 2005"
"4827";"SachBezV 1994"
"4828";"SachBezV BG"
"4829";"SachenR-DV"
"4830";"SachenRÄndG"
"4831";"SachenRBerG"
"4832";"SachvPrüfV"
"4833";"SachvRatG"
"4834";"SAG"
"4835";"SanDVergV"
"4836";"SanG"
"4837";"SanInsKG"
"4838";"SanktDG"
"4839";"SanOAAusbGV"
"4840";"SaRegG"
"4841";"SARSCoV2AMVV"
"4842";"SatDSiG"
"4843";"SatDSiV"
"4844";"SatellitÜbk"
"4845";"SatellitÜbkG"
"4846";"SattlFeintMstrV"
"4847";"SaubFahrzeugBeschG"
"4848";"SAZV"
"4849";"SBBFestV 2014"
"4850";"SBG"
"4851";"SBGWV"
"4852";"SBkBG"
"4853";"SBkBÜblG"
"4854";"SCEAG"
"4855";"SCEBG"
"4856";"SchadRegProt"
"4857";"SchadRegProtAG"
"4858";"SchädlBekAusbV"
"4859";"SchaEVZG"
"4860";"SchAnpG 2"
"4861";"SchAnpGArt11Abs2aBek"
"4862";"ScharkaV"
"4863";"SchatzAnwBek"
"4864";"SchauAusnV"
"4865";"SchauHV"
"4866";"SchaumwZwStG"
"4867";"SchaumwZwStV"
"4868";"SchAusnahmV"
"4869";"SchAusrV"
"4870";"SchBauG"
"4871";"SchBerG"
"4872";"SchBesV"
"4873";"SchBFrdFlaggV"
"4874";"SchBrÜbkG"
"4875";"ScheckG"
"4876";"SchErsRÄndG"
"4877";"SchfAusbV"
"4878";"SchfHwG"
"4879";"SchHaltHygV"
"4880";"SchiedsAmtsO"
"4881";"SchiedsG"
"4882";"SchiffsBelWertV"
"4883";"SchildlV"
"4884";"SchiLichtMstrV"
"4885";"SchKfmAusbV 2004"
"4886";"SchKG"
"4887";"SchKG§19Abs2/§24Bek 2015"
"4888";"SchKG§19Abs2/§24Bek 2016"
"4889";"SchKG§19Abs2/§24Bek 2017"
"4890";"SchKG§19Abs2/§24Bek 2018"
"4891";"SchKG§19Abs2/§24Bek 2019"
"4892";"SchKG§19Abs2/§24Bek 2020"
"4893";"SchKG§19Abs2/§24Bek 2022"
"4894";"SchKiSpV"
"4895";"SchKiSpVDBest 1"
"4896";"SchlärmschG"
"4897";"SchleusV"
"4898";"SchLHeimÜbkG"
"4899";"SchLichtReklAusbV"
"4900";"SchlMonAufhG"
"4901";"SchlTSchÜbk"
"4902";"SchlTSchÜbkG"
"4903";"SchlussFinG"
"4904";"SchnellLG"
"4905";"SchoMstrV"
"4906";"SchRegDV"
"4907";"SchRegO"
"4908";"SchRG"
"4909";"SchRGÄndG"
"4910";"SchriSeMstrV"
"4911";"SchrZAbkG"
"4912";"SchSG"
"4913";"SchSiAusbV 2008"
"4914";"SchSichVtr 1960"
"4915";"SchSichVtr1960G"
"4916";"SchSiHafV"
"4917";"SchSiMeistPrV"
"4918";"SchSiServAusbV"
"4919";"SchSprAnerkÜbk"
"4920";"SchStV"
"4921";"SchSV"
"4922";"SchÜbkDÜbk"
"4923";"SchÜbkDÜbkProt"
"4924";"SchuFV"
"4925";"SchuhfAusbV"
"4926";"SchuhfIndMeistPrV 2013"
"4927";"SchuhmMstrV"
"4928";"SchuldBBerG"
"4929";"SchuldMitüG"
"4930";"SchuldRAnpG"
"4931";"SchuldSaarUmstV"
"4932";"SchulversucheV"
"4933";"SchUnfDatG"
"4934";"SchuTSEV"
"4935";"SchutzRAbk PRT"
"4936";"SchutzRAbk SWE"
"4937";"SchuV"
"4938";"SchuVAbdrV"
"4939";"SchVermssgÄndÜbkV"
"4940";"SchVermssgIntVs"
"4941";"SchVermssgÜbk"
"4942";"SchVerschrFrdWäG"
"4943";"SchVG"
"4944";"SchwarmfdPV"
"4945";"SchwarzArbG"
"4946";"SchwarzArbVtr NLD"
"4947";"SchwarzArbVtrG NLD"
"4948";"SchwbAV"
"4949";"SchwbAwV"
"4950";"SchwbVWO"
"4951";"SchwHKlV"
"4952";"SchwPestMonV"
"4953";"SchwPestV 1988"
"4954";"SchwSalmoV"
"4955";"SchZusStrZustÜbk"
"4956";"SchZusZZustÜbk"
"4957";"SDLWindV"
"4958";"SEAG"
"4959";"SEBG"
"4960";"SEDDiktStiftG"
"4961";"See-ArbZNV"
"4962";"See-BAV"
"4963";"See-BV"
"4964";"See-DatenÜbermittDV"
"4965";"SeeAnlG"
"4966";"SeeArbG"
"4967";"SeeArbG§119Abs4V"
"4968";"SeeArbG§119Abs5V"
"4969";"SeeArbÜV"
"4970";"SeeAtHaftÜbk"
"4971";"SeeAufgG"
"4972";"SeeAusbNÜbk"
"4973";"SeeAZV"
"4974";"SeeBewachDV"
"4975";"SeeBewachV"
"4976";"SeeEigensichV"
"4977";"SeeFischG"
"4978";"SeefischGBußgÜbertrV"
"4979";"SeeFischVtrG 1976"
"4980";"SeefiV"
"4981";"SeeFSichV 1993"
"4982";"SeeFSichV1993AnwBek"
"4983";"SeegerSitzAbk"
"4984";"SeegerVorRÜbk"
"4985";"SeegerVorRV"
"4986";"SeeGVG"
"4987";"SeehundWattmSchAbk"
"4988";"SeeLAuFV"
"4989";"SeeLG"
"4990";"SeelotRevierV 1978"
"4991";"SeeLotsEigV"
"4992";"SeeLotsEigV§11Bek"
"4993";"SeemAmtsBek 1982"
"4994";"SeemannsÄKostV 2001"
"4995";"SeemGÄndG"
"4996";"SeeRÜbk"
"4997";"SeeRÜbkAG"
"4998";"SeeRÜbkXIÜbk"
"4999";"SeeSchAÜbk"
"5000";"SeeSchAÜV"
"5001";"SeeSchHaftÜbk 1976"
"5002";"SeeSchHaftÜbk1976G"
"5003";"SeeSchIntÜbk 1974"
"5004";"SeeSchIntÜbk1974Anl"
"5005";"SeeSchIntÜbk1974Prot"
"5006";"SeeSchIntÜbk1974V"
"5007";"SeeSchLStEVerlGAnwBek"
"5008";"SeeSchMeldPortalG"
"5009";"SeeSchSiÜbk"
"5010";"SeeSchSiÜbkG"
"5011";"SeeSchStrO"
"5012";"SeeSpbootV"
"5013";"SeeStreitKrAbk Genf"
"5014";"SeeStrO1972Übk"
"5015";"SeeStrO1972ÜbkG"
"5016";"SeeStrOV"
"5017";"SeeUmwVerhV"
"5018";"SeeUnterkunftsV"
"5019";"SeeVerkSiV"
"5020";"SeeVerschmProt"
"5021";"SeeVersNachwG"
"5022";"SeeVersNachwGAnwBek"
"5023";"SeeVersNachwV"
"5024";"SEFFV"
"5025";"SEG"
"5026";"SegelmAusbV"
"5027";"SegelmMstrV"
"5028";"SeilAusbV"
"5029";"SeilbDG"
"5030";"SeilbDGGebV"
"5031";"SeilMstrV"
"5032";"SEIVerfMAusbV 2004"
"5033";"SekG"
"5034";"SektVO"
"5035";"ServicefahrerAusbV"
"5036";"ServiceTPrV"
"5037";"ServKflLuftvAusbV"
"5038";"SEuSCEVVorschl"
"5039";"SEuSCEVVorschlG"
"5040";"SG"
"5041";"SGÄndG 12"
"5042";"SGÄndG 13"
"5043";"SGÄndG 4"
"5044";"SGÄndG 7"
"5045";"SGB 1"
"5046";"SGB 10"
"5047";"SGB 10/Kap1/2"
"5048";"SGB 10/Kap3"
"5049";"SGB 11"
"5050";"SGB 12"
"5051";"SGB 2"
"5052";"SGB 3"
"5053";"SGB 4"
"5054";"SGB 5"
"5055";"SGB 6"
"5056";"SGB 7"
"5057";"SGB 8"
"5058";"SGB IX"
"5059";"SGB V-ÜbV"
"5060";"SGB XIV"
"5061";"SGB2§20Abs2Bek"
"5062";"SGB2§20Abs2Bek 2006"
"5063";"SGB2§20Abs2Bek 2007"
"5064";"SGB2§20Abs2Bek 2008"
"5065";"SGB2§20Abs2Bek 2009"
"5066";"SGB2§20Abs2Bek 2010"
"5067";"SGB2§48aFKV"
"5068";"SGB2§51bDatV"
"5069";"SGB3EntGRuhV"
"5070";"SGB4ErgG"
"5071";"SGB5§252PrüfV"
"5072";"SGB5§291Abs2bSatz14VerlV"
"5073";"SGB5§291VerlV"
"5074";"SGB7§178Abs1V"
"5075";"SGB7§178Abs1V 2"
"5076";"SGB8ÄndG 1"
"5077";"SGB92018§§160Abs3ua/WMVO§39Abs4Bek"
"5078";"SGB9uaÄndG"
"5079";"SGBAT"
"5080";"SGBBeglV"
"5081";"SGBSVVs"
"5082";"SGFFG"
"5083";"SGG"
"5084";"SGleibWV"
"5085";"SGleiG"
"5086";"SGZDVertrAnO"
"5087";"SHKAMAusbV"
"5088";"SHStatG"
"5089";"SHStatG1985AussV"
"5090";"SHV"
"5091";"SHVAufhAnO"
"5092";"SichKVV"
"5093";"SichLVFinV"
"5094";"SichLVV"
"5095";"SiebdrAusbV"
"5096";"SiebdrMstrV"
"5097";"SignBenennV"
"5098";"SiMedErl"
"5099";"SiSchmAusbV"
"5100";"SISIIIGArt3Nr5u7InkrBek"
"5101";"SiV"
"5102";"SKAG Berlin"
"5103";"SkAufG"
"5104";"SkAufV AUT"
"5105";"SkAufV CHE"
"5106";"SkAufV CZE"
"5107";"SkAufV EST"
"5108";"SkAufV POL"
"5109";"SKBPRV"
"5110";"SklHG"
"5111";"SKPersStruktAnpG"
"5112";"SLV"
"5113";"SMVergV"
"5114";"SodEG"
"5115";"SodEGVerlV"
"5116";"SoEnergieV"
"5117";"SoftwareentwAusbV"
"5118";"SojBoSaatV"
"5119";"SojBoSaatV 2015"
"5120";"SokaSiG"
"5121";"SokaSiG2"
"5122";"SoldErnAnO 2015"
"5123";"SoldGG"
"5124";"SoldRehaHomG"
"5125";"SolingenV"
"5126";"SolvV"
"5127";"SolZG"
"5128";"SolzG 1995"
"5129";"SonnenblV"
"5130";"SonntRPapIndAusnV"
"5131";"SonntRStIndAusnV"
"5132";"SonntVerkV"
"5133";"SortSchBek 1990"
"5134";"SortSchBek 1993"
"5135";"SortSchG 1985"
"5136";"SozhiDAV"
"5137";"SozhiEinOG"
"5138";"Sozialversicherungs-Rechengrößenverordnung 2022"
"5139";"SozSichAbk ALB"
"5140";"SozSichAbk AUT 1995"
"5141";"SozSichAbk BEL"
"5142";"SozSichAbk BGR"
"5143";"SozSichAbk BRA"
"5144";"SozSichAbk ESP 2"
"5145";"SozSichAbk FIN 1997"
"5146";"SozSichAbk GBR"
"5147";"SozSichAbk GRC"
"5148";"SozSichAbk HRV"
"5149";"SozSichAbk HUN"
"5150";"SozSichAbk IND"
"5151";"SozSichAbk ISR"
"5152";"SozSichAbk JPN"
"5153";"SozSichAbk MAR"
"5154";"SozSichAbk MKD"
"5155";"SozSichAbk POL"
"5156";"SozSichAbk PRT"
"5157";"SozSichAbk ROM"
"5158";"SozSichAbk SVN"
"5159";"SozSichAbk SWE"
"5160";"SozSichAbk TUN"
"5161";"SozSichAbk TUR"
"5162";"SozSichAbk1985 CAN"
"5163";"SozSichAbk1985DVbg CAN"
"5164";"SozSichAbk1985RVbgDVbgCANG"
"5165";"SozSichAbk1985SchlProt CAN"
"5166";"SozSichAbk1985ZusAbkCANG"
"5167";"SozSichAbk2ErgAbk ESP"
"5168";"SozSichAbk2ErgAbkESPG"
"5169";"SozSichAbk2Zvbg ESP"
"5170";"SozSichAbkÄndAbk2ZAbk TUR"
"5171";"SozSichAbkÄndAbk2ZAbkTURG"
"5172";"SozSichAbkALBG"
"5173";"SozSichAbkAUSErgAbk"
"5174";"SozSichAbkAUSErgAbkDVbg"
"5175";"SozSichAbkAUSErgAbkG"
"5176";"SozSichAbkAUSErgAbkSchlProt"
"5177";"SozSichAbkAUSG"
"5178";"SozSichAbkAUT1995G"
"5179";"SozSichAbkBELG"
"5180";"SozSichAbkBGRDVVbg"
"5181";"SozSichAbkBGRG"
"5182";"SozSichAbkBRADVbg"
"5183";"SozSichAbkBRAG"
"5184";"SozSichAbkCZEG"
"5185";"SozSichAbkDVbg AUT"
"5186";"SozSichAbkDVbg GBR"
"5187";"SozSichAbkDVbg HUN"
"5188";"SozSichAbkDVbg JPN"
"5189";"SozSichAbkDVbg MAR"
"5190";"SozSichAbkDVbg PRT"
"5191";"SozSichAbkDVbg TUN"
"5192";"SozSichAbkDVbg TUR"
"5193";"SozSichAbkDVbgSWEG"
"5194";"SozSichAbkDVbgZVbg AUT"
"5195";"SozSichAbkErgVbg FRA 2"
"5196";"SozSichAbkErgVbg2FRAG"
"5197";"SozSichAbkG MDA"
"5198";"SozSichAbkG PHL"
"5199";"SozSichAbkG UKR"
"5200";"SozSichAbkGBRDVbgG"
"5201";"SozSichAbkGBRDVbgV"
"5202";"SozSichAbkHRVDVVbg"
"5203";"SozSichAbkHRVG"
"5204";"SozSichAbkHUNG"
"5205";"SozSichAbkINDG"
"5206";"SozSichAbkINDVbg"
"5207";"SozSichAbkISRÄndAbk ISR"
"5208";"SozSichAbkISRÄndAbkG"
"5209";"SozSichAbkJPNG"
"5210";"SozSichAbkKORG"
"5211";"SozSichAbkMARG"
"5212";"SozSichAbkMKDG"
"5213";"SozSichAbkPOLDVVbg"
"5214";"SozSichAbkPOLDVVbgNotw"
"5215";"SozSichAbkPOLG"
"5216";"SozSichAbkPRTG"
"5217";"SozSichAbkROMG"
"5218";"SozSichAbkSchlProt BEL"
"5219";"SozSichAbkSchlProt FIN"
"5220";"SozSichAbkSchlProt MAR"
"5221";"SozSichAbkSchlProt SWE"
"5222";"SozSichAbkSVKG"
"5223";"SozSichAbkSVNG"
"5224";"SozSichAbkSWEG"
"5225";"SozSichAbkTUNG"
"5226";"SozSichAbkuaZProt BEL"
"5227";"SozSichAbkUmsG"
"5228";"SozSichAbkURYG"
"5229";"SozSichAbkYUGG"
"5230";"SozSichAbkZAbk AUT"
"5231";"SozSichAbkZAbk CHE 2"
"5232";"SozSichAbkZAbk2/ZVbgCHEG"
"5233";"SozSichAbkZProt PRT"
"5234";"SozSichAbkZProt TUN"
"5235";"SozSichAbkZusAbk ISR"
"5236";"SozSichAbkZusAbkISRG"
"5237";"SozSichAbkZusAbkZVbg/2USAG"
"5238";"SozSichAbkZVbg BEL 1"
"5239";"SozSichAbkZVbg BEL 2"
"5240";"SozSichAbkZVbg BEL 3"
"5241";"SozSichAbkZVbg CHE"
"5242";"SozSichÄndAbkTURG"
"5243";"SozSichEUG"
"5244";"SozSichRheinSchiffÜbkVwVbg"
"5245";"SozSichRheinSchiffÜbkVwVbgG"
"5246";"SozSichRVbgSchlProt CAN"
"5247";"SozSichUKG"
"5248";"SozSichVbgCANG"
"5249";"SozSichVoRV"
"5250";"SoZV"
"5251";"SozVersGDV"
"5252";"SpaEfV"
"5253";"SparkGiroVerbG"
"5254";"SparSichSaarG"
"5255";"SparSichSaarGDV"
"5256";"SpedKfmAusbV 2004"
"5257";"SpEisHErprobV"
"5258";"SperrWarngebV"
"5259";"SpFV"
"5260";"SpielbkV"
"5261";"SpielV"
"5262";"SpielzHerstAusbV"
"5263";"SpitzSignalV"
"5264";"Sport/FitnessAusbV"
"5265";"SportfAusbV"
"5266";"SportFortbV"
"5267";"SportSeeSchV"
"5268";"SprAuG"
"5269";"SprengG"
"5270";"SprengMarkÜbk"
"5271";"SpruchG"
"5272";"SpTrUG"
"5273";"SpurVerkErprG"
"5274";"SPV"
"5275";"SRV"
"5276";"SStellV-VVG"
"5277";"StaatenlMindÜbk"
"5278";"StaatenlMindÜbkAG"
"5279";"StaatenlÜbk"
"5280";"StaatenlÜbkG"
"5281";"StaatenlVerringÜbk"
"5282";"StaatsbegrAnO"
"5283";"StaaV"
"5284";"StabG"
"5285";"StabiRatG"
"5286";"StabMechG"
"5287";"StAbwG"
"5288";"StAbwV"
"5289";"StAbzVeranlZÜV"
"5290";"StÄndG 1961"
"5291";"StÄndG 1966"
"5292";"StÄndG 1969"
"5293";"StÄndG 1975"
"5294";"StAG"
"5295";"StandAG"
"5296";"StandOG"
"5297";"StandRegV"
"5298";"StandZV"
"5299";"Stanz/UmfMechAusbV"
"5300";"StaRUG"
"5301";"StatRegG"
"5302";"StAuskV"
"5303";"StBAG"
"5304";"StBAPO"
"5305";"StBDVÄndV 2"
"5306";"StBefrAbk HRV"
"5307";"StBefrAbk LET"
"5308";"StBefrAbkHRVV"
"5309";"StBefrAbkLETV"
"5310";"StBerFAngEignV"
"5311";"StBerG"
"5312";"StBerGÄndG 3"
"5313";"StBPPV"
"5314";"StBVV"
"5315";"STCW-Code"
"5316";"StDAV"
"5317";"SteinKAGSaarG"
"5318";"SteinkohleFinG"
"5319";"SterilEntschAufhG"
"5320";"StFachAngAusbV"
"5321";"StFG"
"5322";"StGB"
"5323";"StGBuaÄndG"
"5324";"StGBuaÄndG 1989"
"5325";"StGrenzVtr AUT"
"5326";"StGrenzVtr LUX"
"5327";"StGrenzVtrAUT1989G"
"5328";"StGrenzVtrAUTG"
"5329";"StGrenzVtrLUXG"
"5330";"StichprobenV"
"5331";"StIdV"
"5332";"StiftBTG"
"5333";"StiftEinsatzMedBWErl 2022"
"5334";"StiftKStBegV"
"5335";"StiftRG"
"5336";"StIKoVetV"
"5337";"StimmRMV"
"5338";"StImmÜbkG"
"5339";"StipG"
"5340";"StipHV"
"5341";"StipV"
"5342";"StmStbAusbV"
"5343";"StmStbMstrV"
"5344";"StoffBilV"
"5345";"StPO"
"5346";"StPOEG"
"5347";"StrabBlPV"
"5348";"StraBEG"
"5349";"StrafAktEinV"
"5350";"StrafAktÜbV"
"5351";"StrandschutzwerkSicherungsV"
"5352";"StrbauMstrV"
"5353";"StrbEG"
"5354";"StrBNÜbkÄndProtG"
"5355";"StrBNÜbkSEG"
"5356";"StrEG"
"5357";"StreitAbk BEL"
"5358";"StreitAbk CAN"
"5359";"StreitAbk FRA"
"5360";"StreitAbk GBR"
"5361";"StreitAbk USA"
"5362";"StreitkrAVbgInkrG"
"5363";"StreitkrAVtr SUN"
"5364";"StreitkrAVtrSUNG"
"5365";"StreitkrNotW 1994"
"5366";"StreitkrNotWG"
"5367";"StreitkrProtN"
"5368";"StreumunitionÜbk"
"5369";"StrFinG"
"5370";"StrGerErkl"
"5371";"StrKrAufenthVtr"
"5372";"StrKrAufenthVtrG"
"5373";"StrKrVerkLeistV"
"5374";"StrlSchG"
"5375";"StrlSchV"
"5376";"StromBGebV"
"5377";"StromGVV"
"5378";"StromNEV"
"5379";"StromNZV"
"5380";"StromPBG"
"5381";"StromPBGAnwBek"
"5382";"StromPBGAnwBek 2023"
"5383";"StromStG"
"5384";"StromStG§10Abs3uaBek"
"5385";"StromStG§10Abs3uaBek 2016"
"5386";"StromStG§10Abs3uaBek 2017"
"5387";"StromStG§10Abs3uaBek 2018"
"5388";"StromStG§10Abs3uaBek 2019"
"5389";"StromStG§10Abs3uaBek 2020"
"5390";"StromStG§10Abs3uaBek 2021"
"5391";"StromStG§10Abs3uaBek 2022"
"5392";"StromStV"
"5393";"StrRehaG"
"5394";"StrRehaHomG"
"5395";"StRSaarEG"
"5396";"StruktHiGAufhDEFASG"
"5397";"StrVerjFrG"
"5398";"StrVerkSiV"
"5399";"StrWAusbV 2002"
"5400";"StrZusGubenAbk POL"
"5401";"StrZusGubenAbkPOLG"
"5402";"StrZusGubenAbkPOLProt"
"5403";"StSozSBes"
"5404";"StStatG"
"5405";"StStatG1995§3V"
"5406";"StSWEAbkG"
"5407";"StuckMstrV"
"5408";"StudAustKomRV"
"5409";"StUG"
"5410";"StV/WasAusbV"
"5411";"StVG"
"5412";"StVGHBetrÄndV"
"5413";"StVO"
"5414";"StVOAusnV 12"
"5415";"StVOAusnV 4"
"5416";"StVOAusnV 5"
"5417";"StVOAusnV 8"
"5418";"StVOAusnV 9"
"5419";"StVollzG"
"5420";"StVollzGerAktÜbV"
"5421";"StVollzVergO"
"5422";"StVorV"
"5423";"StVOuaVsAusnV 2"
"5424";"StVOuaVsAusnV 3"
"5425";"StVRAusnV"
"5426";"StVÜbk"
"5427";"StVUnfStatG"
"5428";"StVUnfStatG1990V"
"5429";"StVZO"
"5430";"StVZOAusnV 15"
"5431";"StVZOAusnV 23"
"5432";"StVZOAusnV 25"
"5433";"StVZOAusnV 35"
"5434";"StVZOAusnV 39"
"5435";"StVZOAusnV 40"
"5436";"StVZOAusnV 42"
"5437";"StVZOAusnV 43"
"5438";"StVZOAusnV 47"
"5439";"StVZOAusnV 52"
"5440";"StVZOAusnV 53"
"5441";"StVZOAusnV 54"
"5442";"StVZOAusnV 6"
"5443";"StZG"
"5444";"STzV"
"5445";"SubvG"
"5446";"SuchtstÜbk"
"5447";"SuchtstÜbkÄndProt"
"5448";"SüdumfStG"
"5449";"SÜFV"
"5450";"SÜG"
"5451";"SüßwAusbV"
"5452";"SUG"
"5453";"SURE-GewährlG"
"5454";"SUrlV"
"5455";"SUV"
"5456";"SVAbk ITA"
"5457";"SVAbk POL"
"5458";"SVAbkCHNG"
"5459";"SVAbkING"
"5460";"SVAbkPOLG"
"5461";"SVAbkSchlProt ITA"
"5462";"SVAbkZVbg ITA"
"5463";"SVBezGrG 2007"
